title,brand,list_price,price,stock,url,branch_id,category,subcategory
PECHITO DE CERDO X 1 KG,Frescos,None,3499.0,In Stock,https://www.hiperlibertad.com.ar/pechito-de-cerdo-x-1-kg/p,12,carnes,carne-de-cerdo
COSTELETA DE CERDO x 500 g,Frescos,None,3229.0,In Stock,https://www.hiperlibertad.com.ar/costeleta-de-cerdo-x-500-g/p,12,carnes,carne-de-cerdo
