proxy,status
103.229.82.165:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885DDD50>, 'Connection to 103.229.82.165 timed out. (connect timeout=5)'))"
194.140.198.23:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8863AB50>, 'Connection to 194.140.198.23 timed out. (connect timeout=5)'))"
78.111.73.220:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88640A90>, 'Connection to 78.111.73.220 timed out. (connect timeout=5)'))"
20.157.194.61:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
20.24.43.214:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden')))"
181.78.23.194:999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88642B90>, 'Connection to 181.78.23.194 timed out. (connect timeout=5)'))"
50.168.210.232:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88643D50>, 'Connection to 50.168.210.232 timed out. (connect timeout=5)'))"
50.222.245.42:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88586610>, 'Connection to 50.222.245.42 timed out. (connect timeout=5)'))"
50.168.72.116:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88624150>, 'Connection to 50.168.72.116 timed out. (connect timeout=5)'))"
50.169.62.110:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88627190>, 'Connection to 50.169.62.110 timed out. (connect timeout=5)'))"
107.1.93.208:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF886270D0>, 'Connection to 107.1.93.208 timed out. (connect timeout=5)'))"
50.169.62.109:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF886248D0>, 'Connection to 50.169.62.109 timed out. (connect timeout=5)'))"
50.169.62.114:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88624990>, 'Connection to 50.169.62.114 timed out. (connect timeout=5)'))"
32.223.6.94:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88632250>, 'Connection to 32.223.6.94 timed out. (connect timeout=5)'))"
46.47.197.210:3128,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 403 Forbidden')))"
50.200.12.86:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88638110>, 'Connection to 50.200.12.86 timed out. (connect timeout=5)'))"
50.169.62.111:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845C9D0>, 'Connection to 50.169.62.111 timed out. (connect timeout=5)'))"
107.1.93.218:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845FF10>, 'Connection to 107.1.93.218 timed out. (connect timeout=5)'))"
66.191.31.158:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8863B310>, 'Connection to 66.191.31.158 timed out. (connect timeout=5)'))"
198.49.68.80:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 500 Internal Server Error')))"
107.1.93.221:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88587150>, 'Connection to 107.1.93.221 timed out. (connect timeout=5)'))"
50.172.75.122:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88586910>, 'Connection to 50.172.75.122 timed out. (connect timeout=5)'))"
50.223.38.2:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845C790>, 'Connection to 50.223.38.2 timed out. (connect timeout=5)'))"
85.8.68.2:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88578150>, 'Connection to 85.8.68.2 timed out. (connect timeout=5)'))"
50.218.57.68:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857AB50>, 'Connection to 50.218.57.68 timed out. (connect timeout=5)'))"
50.200.12.83:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF884197D0>, 'Connection to 50.200.12.83 timed out. (connect timeout=5)'))"
50.168.72.118:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8841AE50>, 'Connection to 50.168.72.118 timed out. (connect timeout=5)'))"
50.228.141.96:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88584310>, 'Connection to 50.228.141.96 timed out. (connect timeout=5)'))"
50.169.62.105:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885840D0>, 'Connection to 50.169.62.105 timed out. (connect timeout=5)'))"
50.231.172.74:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88586610>, 'Connection to 50.231.172.74 timed out. (connect timeout=5)'))"
50.173.140.148:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88632C50>, 'Connection to 50.173.140.148 timed out. (connect timeout=5)'))"
50.218.57.66:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845A9D0>, 'Connection to 50.218.57.66 timed out. (connect timeout=5)'))"
50.168.163.176:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885F5D50>, 'Connection to 50.168.163.176 timed out. (connect timeout=5)'))"
50.231.104.58:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845DC90>, 'Connection to 50.231.104.58 timed out. (connect timeout=5)'))"
107.1.93.210:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88459890>, 'Connection to 107.1.93.210 timed out. (connect timeout=5)'))"
50.230.222.202:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF886277D0>, 'Connection to 50.230.222.202 timed out. (connect timeout=5)'))"
50.204.190.234:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88420510>, 'Connection to 50.204.190.234 timed out. (connect timeout=5)'))"
50.218.57.67:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88450F10>, 'Connection to 50.218.57.67 timed out. (connect timeout=5)'))"
124.198.17.217:12999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Read timed out."
50.168.210.235:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF884366D0>, 'Connection to 50.168.210.235 timed out. (connect timeout=5)'))"
50.222.245.50:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857B310>, 'Connection to 50.222.245.50 timed out. (connect timeout=5)'))"
118.69.134.0:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
50.174.145.10:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857B550>, 'Connection to 50.174.145.10 timed out. (connect timeout=5)'))"
80.228.235.6:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88626550>, 'Connection to 80.228.235.6 timed out. (connect timeout=5)'))"
80.150.50.226:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88639650>, 'Connection to 80.150.50.226 timed out. (connect timeout=5)'))"
50.207.199.84:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88585C90>, 'Connection to 50.207.199.84 timed out. (connect timeout=5)'))"
213.143.113.82:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845E650>, 'Connection to 213.143.113.82 timed out. (connect timeout=5)'))"
107.1.93.211:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF884072D0>, 'Connection to 107.1.93.211 timed out. (connect timeout=5)'))"
50.207.199.86:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88641B50>, 'Connection to 50.207.199.86 timed out. (connect timeout=5)'))"
50.204.219.227:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88627D50>, 'Connection to 50.204.219.227 timed out. (connect timeout=5)'))"
213.33.2.28:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88638650>, 'Connection to 213.33.2.28 timed out. (connect timeout=5)'))"
213.33.126.130:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88613710>, 'Connection to 213.33.126.130 timed out. (connect timeout=5)'))"
41.207.187.178:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8841B050>, 'Connection to 41.207.187.178 timed out. (connect timeout=5)'))"
188.166.17.18:8881,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
107.1.93.216:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845D6D0>, 'Connection to 107.1.93.216 timed out. (connect timeout=5)'))"
211.128.96.206:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88451AD0>, 'Connection to 211.128.96.206 timed out. (connect timeout=5)'))"
113.161.131.43:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
50.207.199.87:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88610CD0>, 'Connection to 50.207.199.87 timed out. (connect timeout=5)'))"
50.170.90.28:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845CD50>, 'Connection to 50.170.90.28 timed out. (connect timeout=5)'))"
210.9.96.179:443,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
50.171.32.227:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF886415D0>, 'Connection to 50.171.32.227 timed out. (connect timeout=5)'))"
50.174.7.157:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88626C10>, 'Connection to 50.174.7.157 timed out. (connect timeout=5)'))"
50.171.32.231:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88625510>, 'Connection to 50.171.32.231 timed out. (connect timeout=5)'))"
50.169.23.170:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8863B2D0>, 'Connection to 50.169.23.170 timed out. (connect timeout=5)'))"
50.238.154.98:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88584E50>, 'Connection to 50.238.154.98 timed out. (connect timeout=5)'))"
50.200.12.85:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88641490>, 'Connection to 50.200.12.85 timed out. (connect timeout=5)'))"
47.56.110.204:8989,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
50.168.163.183:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88587710>, 'Connection to 50.168.163.183 timed out. (connect timeout=5)'))"
50.200.12.80:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859C3D0>, 'Connection to 50.200.12.80 timed out. (connect timeout=5)'))"
50.168.163.178:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8857A550>, 'Connection to 50.168.163.178 timed out. (connect timeout=5)'))"
107.1.93.223:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF886137D0>, 'Connection to 107.1.93.223 timed out. (connect timeout=5)'))"
50.220.168.134:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88638C50>, 'Connection to 50.220.168.134 timed out. (connect timeout=5)'))"
50.168.72.115:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88626510>, 'Connection to 50.168.72.115 timed out. (connect timeout=5)'))"
50.204.219.228:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88632910>, 'Connection to 50.204.219.228 timed out. (connect timeout=5)'))"
50.217.226.47:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88597050>, 'Connection to 50.217.226.47 timed out. (connect timeout=5)'))"
50.227.121.37:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845F690>, 'Connection to 50.227.121.37 timed out. (connect timeout=5)'))"
125.25.33.181:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001CF8863ADD0>: Failed to establish a new connection: [WinError 10061] No se puede establecer una conexión ya que el equipo de destino denegó expresamente dicha conexión')))"
50.169.37.50:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88586610>, 'Connection to 50.169.37.50 timed out. (connect timeout=5)'))"
177.93.60.70:999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF885F7D10>, 'Connection to 177.93.60.70 timed out. (connect timeout=5)'))"
138.201.243.84:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88625590>, 'Connection to 138.201.243.84 timed out. (connect timeout=5)'))"
125.26.118.71:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88597610>, 'Connection to 125.26.118.71 timed out. (connect timeout=5)'))"
103.149.194.30:32650,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88459690>, 'Connection to 103.149.194.30 timed out. (connect timeout=5)'))"
103.179.252.49:8181,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88633E90>, 'Connection to 103.179.252.49 timed out. (connect timeout=5)'))"
139.144.20.92:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF86337B50>, 'Connection to 139.144.20.92 timed out. (connect timeout=5)'))"
138.118.104.50:999,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88436D50>, 'Connection to 138.118.104.50 timed out. (connect timeout=5)'))"
50.168.210.236:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859EB90>, 'Connection to 50.168.210.236 timed out. (connect timeout=5)'))"
50.217.226.46:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88421190>, 'Connection to 50.217.226.46 timed out. (connect timeout=5)'))"
65.109.231.57:8080,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', RemoteDisconnected('Remote end closed connection without response')))"
50.171.32.222:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88586790>, 'Connection to 50.171.32.222 timed out. (connect timeout=5)'))"
50.239.72.16:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88584950>, 'Connection to 50.239.72.16 timed out. (connect timeout=5)'))"
200.55.240.244:3128,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', TimeoutError('timed out')))"
107.1.93.212:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88613B90>, 'Connection to 107.1.93.212 timed out. (connect timeout=5)'))"
50.227.121.35:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8859EAD0>, 'Connection to 50.227.121.35 timed out. (connect timeout=5)'))"
103.133.221.251:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88422750>, 'Connection to 103.133.221.251 timed out. (connect timeout=5)'))"
50.200.12.87:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88594E90>, 'Connection to 50.200.12.87 timed out. (connect timeout=5)'))"
50.207.199.85:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88418690>, 'Connection to 50.207.199.85 timed out. (connect timeout=5)'))"
146.59.202.70:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8841BB50>, 'Connection to 146.59.202.70 timed out. (connect timeout=5)'))"
50.204.219.231:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88640150>, 'Connection to 50.204.219.231 timed out. (connect timeout=5)'))"
50.207.253.118:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88406A50>, 'Connection to 50.207.253.118 timed out. (connect timeout=5)'))"
162.248.225.143:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ProxyError('Cannot connect to proxy.', OSError('Tunnel connection failed: 400 Bad Request')))"
50.174.7.158:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88640A90>, 'Connection to 50.174.7.158 timed out. (connect timeout=5)'))"
157.245.97.60:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF8845F490>, 'Connection to 157.245.97.60 timed out. (connect timeout=5)'))"
195.114.209.50:80,"Error: HTTPSConnectionPool(host='www.hiperlibertad.com.ar', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001CF88585C10>, 'Connection to 195.114.209.50 timed out. (connect timeout=5)'))"
