title,brand,list_price,price,stock,url,category,branch_id
Queso La Paulina Cuatro Quesos 80 gr,La Paulina,None,496.0,In Stock,https://www.hiperlibertad.com.ar/queso-la-paulina-cuatro-quesos-80-gr/p,Quesos,12
Queso Adler Roquefort 100 Gr,Adler,None,761.0,In Stock,https://www.hiperlibertad.com.ar/queso-adler-roquefort-100-gr/p,Quesos,12
Queso Untable Light Tentaciones Ja Tholem Pot 190 Gr,Tholem,None,736.0,In Stock,https://www.hiperlibertad.com.ar/queso-untable-light-tentaciones-ja-tholem-pot-190-gr/p,Quesos,12
Queso Camembert Ile de Fran Cja,Ile De France,None,4234.0,In Stock,https://www.hiperlibertad.com.ar/queso-camembert-ile-de-fran-cja/p,Quesos,12
QUESO TYBO LACTEAR X 250 Gr,LACTEAR,None,1499.9,In Stock,https://www.hiperlibertad.com.ar/queso-tybo-lactear-x-250-gr/p,Quesos,12
QUESO PARMESANO LA PAULINA EN HEBRAS X 250 Gr,La Paulina,None,1562.9,In Stock,https://www.hiperlibertad.com.ar/queso-parmesano-la-paulina-en-hebras-x-250-gr/p,Quesos,12
QUESO VEGANO FELICES LAS VACAS MUZZALMENDRA X 500 Gr,Felices las Vacas,None,2348.0,In Stock,https://www.hiperlibertad.com.ar/queso-vegano-felices-las-vacas-muzzalmendra-x-500-gr/p,Quesos,12
Queso De Untar Tholem Jamon La Sierra 190 Gr,Tholem,None,736.0,In Stock,https://www.hiperlibertad.com.ar/queso-de-untar-tholem-jamon-la-sierra-190-gr/p,Quesos,12
QUESO UNTABLE ADLER CREMOSO CLÁSICO X 190GR,Adler,None,750.0,In Stock,https://www.hiperlibertad.com.ar/queso-untable-adler-cremoso-clasico-x-190gr/p,Quesos,12
QUESO LA SERENÍSIMA PROVOLONE SIN LACTOSA X 270 GRS,La Serenísima,None,2386.9,In Stock,https://www.hiperlibertad.com.ar/queso-la-serenisima-provolone-sin-lactosa-x-270-grs/p,Quesos,12
QUESO UNTABLE LA LACTEO CLASICO X 200 Gr,La Lácteo,None,606.0,In Stock,https://www.hiperlibertad.com.ar/queso-untable-la-lacteo-clasico-x-200-gr/p,Quesos,12
QUESO FONTINA LACTEAR X 250 Gr,LACTEAR,None,1499.9,In Stock,https://www.hiperlibertad.com.ar/queso-fontina-lactear-x-250-gr/p,Quesos,12
QUESO AZUL BAVARIA X 250 Gr,Bavaria,None,1742.9,In Stock,https://www.hiperlibertad.com.ar/queso-azul-bavaria-x-250-gr/p,Quesos,12
QUESO UNTABLE LA LACTEO JAMON X 200 Gr,La Lácteo,None,606.0,In Stock,https://www.hiperlibertad.com.ar/queso-untable-la-lacteo-jamon-x-200-gr/p,Quesos,12
