title,brand,list_price,price,stock,url,category,branch_id
SALAME MILAN PIAMONTESA X 200 Gr,Piamontesa,None,1615.9,In Stock,https://www.hiperlibertad.com.ar/salame-milan-piamontesa-x-200-gr/p,Fiambres,12
Salame Picado Fino Piamontesa 150Gr,Piamontesa,None,1483.0,In Stock,https://www.hiperlibertad.com.ar/salame-picado-fino-piamontesa-150gr/p,Fiambres,12
HUMMUS KAMAR CLASICO 230 GR,Mir,None,1407.0,In Stock,https://www.hiperlibertad.com.ar/hummus-kamar-clasico-230-gr/p,Fiambres,12
LOMO CERDO HORNEADO LARIO X 200 Gr,Lario,None,1893.9,In Stock,https://www.hiperlibertad.com.ar/lomo-cerdo-horneado-lario-x-200-gr/p,Fiambres,12
Salame Milan Lario Feteado 150G,Lario,1990.0,1317.6,In Stock,https://www.hiperlibertad.com.ar/salame-milan-lario-feteado-150g/p,Fiambres,12
Hummus Kyros con pimentón picante x 230 Gr,Kyros,None,1399.0,In Stock,https://www.hiperlibertad.com.ar/hummus-kyros-con-piment-n-picante-x-230-gr/p,Fiambres,12
PALETA COCIDA LA PIAMONTESA FETAS A/V 200GR,LA PIAMONTESA,None,1677.0,In Stock,https://www.hiperlibertad.com.ar/paleta-cocida-la-piamontesa-fetas-a-v-200gr/p,Fiambres,12
Salsa Alioli Kansas x 400 gr,Kansas,None,1798.0,In Stock,https://www.hiperlibertad.com.ar/salsa-alioli-kansas-x-400-gr/p,Fiambres,12
Hummus Kyros con aceite de oliva x 230 Gr,Kyros,None,1399.0,In Stock,https://www.hiperlibertad.com.ar/hummus-kyros-con-aceite-de-oliva-x-230-gr/p,Fiambres,12
Salame Colonia Picado Grueso Piamontesa 150Gr,Piamontesa,None,1483.0,In Stock,https://www.hiperlibertad.com.ar/salame-colonia-picado-grueso-piamontesa-150gr/p,Fiambres,12
SALAME CORTO PIAMONTESA PICADO FINO X 150 Gr,Piamontesa,None,1642.9,In Stock,https://www.hiperlibertad.com.ar/salame-corto-piamontesa-picado-fino-x-150-gr/p,Fiambres,12
PANCETA AHUMADA PALADINI FAMILIAR X 200 Gr,Paladini,None,3435.9,In Stock,https://www.hiperlibertad.com.ar/panceta-ahumada-paladini-familiar-x-200-gr/p,Fiambres,12
JAMON COCIDO LARIO X 200 Gr,Lario,None,1228.9,In Stock,https://www.hiperlibertad.com.ar/jamon-cocido-lario-x-200-gr/p,Fiambres,12
SALAMINES PALADINI PICADO GRUESO X 140 Gr,Paladini,None,2365.9,In Stock,https://www.hiperlibertad.com.ar/salamines-paladini-picado-grueso-x-140-gr/p,Fiambres,12
HUMMUS KAMAR AJO Y SES 230 GR,Mir,None,1407.0,In Stock,https://www.hiperlibertad.com.ar/hummus-kamar-ajo-y-ses-230-gr/p,Fiambres,12
JAMON COCIDO PIAMONTESA X 200 Gr,Piamontesa,None,1274.9,In Stock,https://www.hiperlibertad.com.ar/jamon-cocido-piamontesa-x-200-gr/p,Fiambres,12
JAMON CRUDO LARIO FETEADO 120G,Lario,2527.0,1757.6,In Stock,https://www.hiperlibertad.com.ar/jamon-crudo-lario-feteado-120g/p,Fiambres,12
SALAME MILAN LARIO X 200 Gr,Lario,None,1470.9,In Stock,https://www.hiperlibertad.com.ar/salame-milan-lario-x-200-gr/p,Fiambres,12
MORTADELA MINI CAGNOLI X 300 GR,Cagnoli,None,1141.0,In Stock,https://www.hiperlibertad.com.ar/mortadela-mini-cagnoli-x-300-gr/p,Fiambres,12
Carne de Ave de Corral Ahumado Secretos del Monte x 175 gr,Secretos del Monte,2671.0,2002.99,In Stock,https://www.hiperlibertad.com.ar/carne-de-ave-de-corral-ahumado-secretos-del-monte-x-175-gr/p,Fiambres,12
FIAMBRE COCIDO DE CERDO PIAMONTESA X 200 Gr,Piamontesa,None,945.9,In Stock,https://www.hiperlibertad.com.ar/fiambre-cocido-de-cerdo-piamontesa-x-200-gr/p,Fiambres,12
PANCETA AHUMADA LA PIAMONTESA FET A/V S/T 150GR,La Piamontesa,None,2393.0,In Stock,https://www.hiperlibertad.com.ar/panceta-ahumada-la-piamontesa-fet-a-v-s-t-150gr/p,Fiambres,12
SALAMIN LARIO TANDILERO PICADO FINO X 150 Gr,Lario,None,1698.9,In Stock,https://www.hiperlibertad.com.ar/salamin-lario-tandilero-picado-fino-x-150-gr/p,Fiambres,12
