title,brand,list_price,price,stock,url,category,branch_id
Escobero 2 Puertas Blanco DIS3,CENTROESTANT,None,57199.0,In Stock,https://www.hiperlibertad.com.ar/escobero-2-puertas-blanco-dis3/p,Audio,12
BOX JUVENIL TABLES 1 PLAZA 4 CAJONES Y ESTANTES OLMO/EVEREST,Tables,None,173999.0,In Stock,https://www.hiperlibertad.com.ar/box-juvenil-tables-1-plaza-4-cajones-y-estantes-olmo-everest/p,Audio,12
POLTRONA CONRAD,Donnet Muebles,154999.0,116248.99,In Stock,https://www.hiperlibertad.com.ar/poltrona-conrad/p,Audio,12
PLACARD TABLES 2 PUERTAS OLMO/GRIS,Tables,None,159999.0,In Stock,https://www.hiperlibertad.com.ar/placard-tables-2-puertas-olmo-gris/p,Audio,12
"PLACARD CORREDIZO JACARANDÁ 1,80",ORLANDI,None,294599.0,In Stock,https://www.hiperlibertad.com.ar/placard-corredizo-jacarand-1-80/p,Audio,12
ESTANTE FLOTANTE SLIM 60X20 WENGUE,CENTROESTANT,None,None,In Stock,https://www.hiperlibertad.com.ar/estante-flotante-slim-60x20-wengue/p,Audio,12
RACK TV MULTIFUNCION BLANCO,CENTROESTANT,None,54699.0,In Stock,https://www.hiperlibertad.com.ar/rack-tv-multifuncion-blanco/p,Audio,12
ESCRITORIO NOTEBOOK VENECI,ORLANDI,None,35699.0,In Stock,https://www.hiperlibertad.com.ar/escritorio-notebook-veneci/p,Audio,12
FUTON REBATIBLE,Donnet Muebles,None,273799.0,In Stock,https://www.hiperlibertad.com.ar/futon-rebatible/p,Audio,12
MESA ARRIME CUADRADA TAPA MELAMINA,Donnet Muebles,None,40999.0,In Stock,https://www.hiperlibertad.com.ar/mesa-arrime-cuadrada-tapa-melamina/p,Audio,12
"RESPALDO JUVENIL 1,18 m TABLES OLMO/GRIS",Tables,None,41199.0,In Stock,https://www.hiperlibertad.com.ar/respaldo-juvenil-1-18-m-tables-olmo-gris/p,Audio,12
COMODA ABEDUL CON 3 CAJONES,ORLANDI,None,68399.0,In Stock,https://www.hiperlibertad.com.ar/comoda-de-3-cajones-1-puerta-abedul-orlandi/p,Audio,12
SILLA DISEÑO NINA BLANCO,GardenLife,None,29999.0,In Stock,https://www.hiperlibertad.com.ar/silla-dise-o-nina-blanco/p,Audio,12
MESA NOA REDONDA NEGRA LAQUEADA,Donnet Muebles,None,111999.0,In Stock,https://www.hiperlibertad.com.ar/mesa-noa-redonda-negra-laqueada/p,Audio,12
MESA DE LUZ 1 CAJON 1 PUERTA ORLANDI,ORLANDI,None,27499.0,In Stock,https://www.hiperlibertad.com.ar/mesa-de-luz-1-cajon-1-puerta-orlandi/p,Audio,12
BIBLIOTECA TABLES LINEA CHIC 2 CAJONES OLMO/EVEREST,Tables,None,99499.0,In Stock,https://www.hiperlibertad.com.ar/biblioteca-tables-linea-chic-2-cajones-olmo-everest/p,Audio,12
SILLON GAMER CLASSIC AZUL,Mir,None,124999.0,In Stock,https://www.hiperlibertad.com.ar/sillon-gamer-classic-azul/p,Audio,12
ESTANTE CON MESULA CENTROESTANT,CENTROESTANT,None,13999.0,In Stock,https://www.hiperlibertad.com.ar/estante-con-mesula-centroestant-2/p,Audio,12
MINI PLACARD ESTUDIANTIL JACARANDÁ,ORLANDI,None,211499.0,In Stock,https://www.hiperlibertad.com.ar/mini-placard-estudiantil-jacarand/p,Audio,12
ESTANTE FLOTANTE SLIM 80X20 WENGUE,CENTROESTANT,None,10299.0,In Stock,https://www.hiperlibertad.com.ar/estante-flotante-slim-80x20-wengue/p,Audio,12
ESTANTE KIT CON SOPORTE 60 x 20 Cm WENGUE CENTROESTANT,CENTROESTANT,None,9499.0,In Stock,https://www.hiperlibertad.com.ar/estante-kit-con-soporte-60-x-20-cm-wengue-centroestant/p,Audio,12
RACK MICROONDAS BCO X1,Mir,None,57999.0,In Stock,https://www.hiperlibertad.com.ar/rack-microondas-blanco-centroestant/p,Audio,12
"MESA TV TABLES LINEA CHIC 1,33 m OLMO/GRIS",Tables,None,114399.0,In Stock,https://www.hiperlibertad.com.ar/mesa-tv-tables-linea-chic-1-33-m-olmo-gris/p,Audio,12
MESA ARRIME REDONDA BLANCA,Donnet Muebles,None,24889.0,In Stock,https://www.hiperlibertad.com.ar/mesa-arrime-redonda-blanca/p,Audio,12
"RESPALDO JUVENIL 1,18 m TABLES OLMO/EVEREST",Tables,None,41199.0,In Stock,https://www.hiperlibertad.com.ar/respaldo-juvenil-1-18-m-tables-olmo-everest/p,Audio,12
ESTANTE FLOTANTE CENTROESTANT,CENTROESTANT,None,19299,In Stock,https://www.hiperlibertad.com.ar/estante-flotante-centroestant-2/p,Audio,12
